,Review,Language,Translated
104,"Trotz anders lautender Rezessionen. Die alten LXT Akkus BL18xx passen ohne Umbau Murkserei auf die Maschine. Getestet mit zwei Orignal Makita BL1830 und BL1850 und einem Secondsource Akku von OTB. Alle Akkus passen 100% auf die Maschine und bringen die volle Leistung.Ebenfalls funktionieren die alten 14,4V Akkus BL1415 und BL1430. Trotz geringerer Spannung ist keine Leistungseinbusße fest zu stellen.",de,"In spite of other recessions. The old LXT BL18xx batteries fit on the machine without any messy conversion. Tested with two original Makita BL1830 and BL1850 batteries and a Secondsource battery from OTB. All batteries fit 100% on the machine and provide full power. 14.4V batteries BL1415 and BL1430 also work. Despite the lower voltage, there is no loss of performance."
105,Der Akku hält länger die Leistung die ist perfekt,de,The battery lasts longer the performance is perfect
106,"Im Lieferumfang war alles enthalten, alles top.Nach 2-3 maligem intensiver Gebrauch. (Sanierung) miT Schrauben und Bohren fällt auf, dass das Bohrfutter eiert. Somit haben alle Löcher nicht exakt das Maß des Bohrers.Daher nicht zu empfehlen für öfteren Gebrauch",de,"Everything was included in the scope of delivery, everything top.after 2-3 times intensive use. After 2-3 times of intensive use (refurbishment) with screwing and drilling, it is noticeable that the drill chuck is wobbly. Therefore, all holes do not have the exact size of the drill.therefore not recommended for frequent use."
107,Sehr robust und stark,de,Very robust and strong
108,Sehr schnelle Lieferung und ein absolut super  Akkubohrschrauber von Makita würde ich jederzeit wieder kaufen .Sehr zuempfehlen ,de,"Very fast delivery and an absolutely super cordless drill from Makita, I would buy again at any time, highly recommended."
109,Sehr guter Akkubohrer mit umfangreichen Zubehör. Auch der Koffer ist perfekt für die Aufbewahrung.,de,Very good cordless drill with extensive accessories. The case is also perfect for storage.
110,Das ist ein Werkzeug was sich jeder wünscht nur leider sehr teuer aber wer es hat ist nur noch Begeistert.,de,"This is a tool that everyone wants, but unfortunately it's very expensive, but those who have it are just thrilled."
111,"Günstiger Preis und prompte Lieferung, dem nächst wieder...",de,"Good price and prompt delivery, next time again...."
112,Akkuschrauber ist okay aber die Bohrer sind wirklich ein absoluter Witz. Selbst auf Holz nichtmal angesetzt sind sie schon krumm,de,"Cordless screwdriver is okay but the drills are really an absolute joke. Even when not used on wood, they are already crooked."
113,Der Akkuschrauber ist sehr kraftvoll und super in der Handhabung,de,The cordless screwdriver is very powerful and great to handle
114,"Einfach einwandfrei.Ideal für jeden Heimwerker und auch für Profis geeignet.Kraftvoll, handlich und ermüdungsfreies Arbeiten zeichnen den Akkuschlagschrauber aus.Egal ob für die Renovierung, auf der Arbeit oder für Holzarbeiten auf der Terrasse, ich nutze ihn jeden Tag.Er hat nichts von seiner Leistung verloren.Makita ist und bleibt einfach ein absolutes Premium Produkt.Ich habe verschiedene Akkugeräte des Herstellers und alle mit dem 18V System.Daher ist es auch einfach, mal eben den Akku zu tauschen",de,"Simply flawless.Ideal for every DIYer and also suitable for professionals.Powerful, handy and fatigue-free work characterise the cordless impact screwdriver.Whether for renovation, at work or for woodwork on the terrace, I use it every day.It has lost nothing of its performance.Makita is and remains simply an absolute premium product.I have various cordless tools from the manufacturer and all with the 18V system.Therefore, it is also easy to just replace the battery."
115,Absolut empfehlenswert.Mehr als ausreichend Power.Gewicht voll im RahmenKaufempfehlung!,de,Absolutely recommendable.More than enough power.Weight fully within the limitsRecommended purchase!
116,"Der Akku-Schlagbohrschrauber ist super, für den günstigen Preis (78,80 am 26.03.2018 direkt über Amazon) erhält man sicherlich ein top Gerät, Makita eben ;-)Angaben, die hier fehlen, die man sich aber schnell zurecht suchen kann, um den Schrauber mit anderen Geräten zu vergleichen:* Leerlaufdrehzahl: 0-600/​0-1900rpm* Bohrleistung: Stahl 13mm, Holz 38mm, Stein 13mm* Leerlaufschlagzahl: 0-9000/​0-28500bpm* Drehmoment: 36/​62Nm weich/​hart, 21 Stufen* Werkzeugaufnahme: 1.5-13mm Schnellspannbohrfutter* Gewicht: 1.50kgWarum nur vier und nicht fünf Sterne?1. Beworben wird ein DH482Z, bei dem das Z für ""ohne Zubehör aber im Karton verpackt"" steht. Eingetroffen ist ein nackter Akku-Schrauber mit einer französischen Anleitung ohne Makita Karton sondern nur im Amazon Karton. Dabei handelt es sich vermutlich um ein Gerät, das ursprünglich in einem Makpac mit Zubehör war, bei dem die Komponenten einzeln verkauft wurden. Wenn man es weiß, dann ist das auch kein Problem.2. Der DHP482 wird nicht von der Makita Werkzeug GmbH Deutschland verkauft, so dass auch keine Garantieverlängerung auf drei Jahre so wie bei anderen Makita Produkten möglich ist. Diese Information kam gerade innerhalb von 4h vom Makita Support nach einer Anfrage über das Online-Formular.Mit beiden negativen Punkten kann ich leben und werde das Gerät sicherlich nicht zurück senden, allerdings sollte man das wissen, bevor man es kauft.Nachtrag: In anderen Bewertungen werden zwei weitere negative Punkte angesprochen:1. Spiel im Bohrfutter - So etwas ist bei dem Gerät, das ich erhalten habe, nicht mit bloßem Auge zu erkennen.2. Keine Schlagbohrfunktion - Ich habe einen DHP482 erhalten, DHP steht bei Makita für Schlagbohrschrauber und bei meinem Gerät funktioniert die Schlagbohrfunktion einwandfrei.",de,"The cordless impact drill is great, for the low price (78.80 on 26.03..2018 directly via Amazon) you certainly get a top device, Makita just ;-)Details that are missing here, but which you can quickly look up to compare the screwdriver with other devices:* Idle speed: 0-600/0-1900rpm* Drilling capacity: steel 13mm, wood 38mm, stone 13mm* Idle speed: 0-9000/0-28500bpm* Torque: 36/62Nm soft/hard, 21 steps* Tool holder: 1.5-13mm quick-action drill chuck* Weight: 1.50kgWhy only four and not five stars?1 .The DH482Z is advertised as ""without accessories but packed in a box"". What arrived was a naked cordless screwdriver with a French manual without a Makita box but only in the Amazon box. This is presumably a device that was originally in a Makpac with accessories, where the components were sold separately. 2. the DHP482 is not sold by Makita Werkzeug GmbH Germany, so that no warranty extension to three years is possible as with other Makita products. This information just came within 4 hours from Makita support after a request via the online form.I can live with both negative points and will certainly not send the device back, but you should know that before you buy it.Addendum: In other reviews, two other negative points are addressed:1. play in the drill chuck - Something like this is not visible to the naked eye on the device that I received.2. no impact drilling function - I received a DHP482, DHP stands for impact drill at Makita and on my device, the impact drilling function works perfectly."
117,Perfektes Gerät,de,Perfect device
118,"Meine alte Makita habe ich dreimal von der Arbeitsplatte fallen gelassen und es ist beim dritten Mal kaputt gegangen. Da ich eine auf die schnelle Ersatz brauchte habe sofort an Amazon gedacht, bestellt ohne alle Zubehör und schuppig wupp war es da! Die neue ist handlicher, mehr drehmomente, hat eine LED Ziel lampe und eine Aufhängung. Bin mit der neue total zufrieden.",de,"I dropped my old Makita off the worktop three times and it broke the third time. Since I needed a quick replacement, I immediately thought of Amazon, ordered it without all the accessories and there it was! The new one is easier to handle, has more torque, an LED target lamp and a suspension. I am totally satisfied with the new one."
119,"Zu den Bildern:1. Bild = die neue Makita2. Bild = älteres LXT-Gerät3. Bild original Akku Makita 1815 18V/1,5 AhWie auf den Bildern zu sehen ist, steht an dem neuen Gerät ein Metall-Nippel hervor, welcher das Einschieben des Akkus verhindert (s. orange Markierung auf den Bildern!)Die Führungsschiene an dieser Stelle muss bei den Akkus aufgesägt oder geschnitten werden, damit man den Akku auch tatsächlich benutzen kann!Bei dem älteren Gerät (hier eine Reciprosäge) ist genau dieser Nippel nicht vorhanden und auch bei meinen sonstigen 18V Makita-Akku-Geräten der LXT-Serie!Man sollte doch erwarten dürfen, dass die 18V-Akkus derselben Serie auch untereinander auf alle Geräte passen!Durch das öffnen des Akkus an der Führungsschiene wird diese natürlich wesentlich instabiler, so dass zu befürchten steht, dass genau diese Seite vorzeitig brechen wird und den Akku dann unbrauchbar macht!Und dasselbe Problem wird natürlich mit ALLEN Akkus, die man auf diesem Gerät verwenden will, auftreten!!!Weiterhin kann ich keinerlei Unterschied zwischen den Drehzahlen der beiden Gänge feststellen, was aber gerade beim Schrauben oftmals wichtig werden kann, um Schraubenköpfe nicht ""rund zu drehen""!Rechts-/Linkslauf funktionieren, ebenfalls die Hammerfunktion und Drehmoment-Einstellung.Das Gerät ist relativ schwer, liegt aber sehr gut in der Hand. Und auch ansonsten ist der Akkuschrauber sehr stabil und kraftvoll, wie man es von einem Profigerät und besonders von einer Makita erwartet!Wäre die Sache mit dem Akku nicht, würde ich 4 von 5 Sternen vergeben, wegen des Getriebes, das die Drehzahl nicht reduziert, weil ich diese Funktion eher selten benutze und man die Drehzahl auch sehr gut über den Auslöser regulieren kann!Ansonsten ist der Akkuschrauber sehr gut und tut was er soll, liegt gut in der Hand und das Gewicht verleiht einem auch das Gefühl von guter Kontrolle über das Werkzeug.Aber an JEDEM Akku eine Sollbruchstelle ausgerechnet an der Haupt-Führungsschiene hinzufügen zu müssen, geht aus meiner Sicht gar nicht! Die original-Akkus und auch jene aus dem Zubehör sind zu teuer, als dass man sie schon vor der ersten Benutzung beschädigen und destabilisieren will!!!Das hat mich dann doch ziemlich enttäuscht, zumal es seitens Makita meines Wissens keinerlei Mitteilungen gibt, dass in dem Bereich der Akkus etwas geändert wurde und die ""älteren"" Akkus aus derselben Serie nicht ohne weiteres auf neuere Geräte passen ...In wie weit das Problem auch bei Akkus aus dem Zubehör auftreten, kann ich nicht sagen, weil ich immer die originalen Akkus von Makita verwende.Ich hoffe diese Rezension war für euch hilfreich?!MfG",de,"About the pictures:1st picture = the new Makita2. Picture = older LXT unit3. As you can see in the pictures, there is a metal nipple on the new tool that prevents the battery from being inserted (see orange marking on the pictures!) The guide rail at this point must be sawn or cut on the batteries so that you can actually use the battery!This nipple is not present on the older tool (in this case a reciprocating saw) or on any of my other 18V Makita battery tools in the LXT series! You should be able to expect that the 18V batteries in the same series fit together on all tools!By opening the battery on the guide rail, it naturally becomes much more unstable, so that it is to be feared that exactly this side will break prematurely and then make the battery unusable!And the same problem will naturally occur with ALL batteries that one wants to use on this device!!!!Furthermore, I can't detect any difference between the speeds of the two gears, which can often be important, especially when screwing, in order to avoid ""rounding"" screw heads! Right/left rotation works, as does the hammer function and torque setting.The device is relatively heavy, but fits very well in the hand. And also otherwise, the cordless screwdriver is very stable and powerful, as you would expect from a professional device and especially from a Makita!If it weren't for the thing with the battery, I would give it 4 out of 5 stars, because of the gear that does not reduce the speed, because I use this function rather rarely and you can also regulate the speed very well via the trigger!Otherwise, the cordless screwdriver is very good and does what it is supposed to do, lies well in the hand and the weight also gives you the feeling of good control over the tool.But to have to add a predetermined breaking point to EVERY battery on the main guide rail, of all places, is not acceptable in my view at all! The original batteries and also those from the accessories are too expensive to want to damage and destabilise them before they are even used for the first time!!!This has disappointed me quite a bit, especially as there are no announcements from Makita, as far as I know, that anything has been changed in the area of batteries and that the ""older"" batteries from the same series do not fit on newer tools without further ado ...I cannot say to what extent the problem also occurs with batteries from the accessories, because I always use the original batteries from Makita."
