,Review,Language
641,Bought to replace identical drillThey get a lot of use but are the best drill for the jobDelivered fast thanks,en
642,"One of Makita's best tools at a brilliant price. Don't be afraid to purchase, these are excellent and the short body makes them ideal for working between joists.",en
643,Drill is perfect for what I want.  Arrived next day and I was using it the day after.  It came without battery but my batteries fit it perfectly.  Excellent value.,en
644,Ottimo,it
645,these are great drills,en
646,I am very happy with this tool. it is very powerful,en
647,apres six mois fonctoionne toujours bien  en moyenne 10 heures par semaine,fr
648,Exactly what I wanted,en
649,Perfect size,en
650,Excellent value for money it works really good this is a value purchase,en
651,"prima esperienza con avvitatore e devo dire che e' un altro modo di fare lavoretti di casa con piacere , con batterie da 18 v 5 ampere ora ha anche un ottima indipendenza , consigliato",it
652,Todo,pt
653,"Ordered this drill to replace the same drill that was 8 years old.  This one started overheating  after four uses,  The problem is I did not start using it until the return window had passed.  I want to contact the vendor  to file for warranty  but can not find the vendor info on my account.  Some help would be appreciatedThank you",en
654,Attention : Très bonne perceuse mais les batteries de l’ancien modèle ne sont pas compatibles avec celle là! Contrairement à ce qui est indiqué dans le descriptif...,fr
655,"El tamaño y el peso son menores que en otros productos de la competencia.El uso que le doy es profesional y ya lo he probado en dos obras montando unas 300 mamparas de ducha,la respuesta de la maquina es muy buena hasta taladrando porcelanico.Muy contento",es
656,"I had the other Makita drill ,but I wanted the same as my impact driver such as a hook and job light which this model has",en
657,Prodotto ottimo,it
658,Très bel outil fonctionne très bien,fr
659,Fit for purpose,en
660,"good little drill, does quite well vs oak",en
661,"Très satisfait, léger et compact",fr
662,"It came with a bit of play in the chuck, never returned it as I wasnt sure this was acceptable play up until recently when I had no other choice but to switch to a less powerful drill which ( didnt have play) to get a specific task completed.",en
663,Good,en
664,My dad loves this drill... he was a bit skeptic till batteries came through... but he was very happy when he seen how powerfull it is...,en
665,Absolute bargain from Amazon warehouse.,en
666,Excellent light weight,en
667,I had exactly same drill for last 2 years and served me every day on construction. Now this rubbish assembled in Romania didn't work after 2 days.  Disappointed,en
668,I bought this machine for an atractiv price and it fullfilled all my exspectations. It works as it should and as you could expect from makita.,en
669,"je l'ai pratiquement pas utilisé et elle ne fonctionne plus , je crois qu'elle a chauffé , première fois que sa m'arrive avec un outil Makita",fr
670,Ottimo avvitatore.,it
671,Great value,en
672,Nice itemSpeedy dispatch,en
673,As expected 5*,en
674,Excellent choice. Just what I expected.,en
675,No sé cómo makita vende un producto en una caja de cartón . Ni plastificado. 00000000000…00000 presentación. PIENSO QUE ESTO ES CHINO PERO CHINO... en presentación. Por lo menos,es
676,Fantastic peace of kit and really enjoyed using it 10/10,en
677,Not used the drill yet but looks good quality,en
678,"Makita. Lovely drill. Don't come any better. Comfortable in the hand, well balanced. Easy to work with. Ray.",en
679,Works great,en
680,Great deal drill especially for the price just changed from dewalt as was recommended from a friend very pleased and well worth buying,en
681,"Bought this from Amazon Australia as advertised new from UK Amazon, however what I did received looks to be used or refurbished ( see photos).  Very disappointed..",en
682,Very good,en
683,"Well happy with the product GOOD value for money, i LOVE black Friday",en
684,Buon prodotto,it
685,"Drill is fantastic, plenty of power, small and comfortable to use. Had Ryobi drill previously which was good but this is far better.",en
686,"Es un buen taladro pero me ha extrañado que con el par que tiene, tenga un poco de dificultad para los tornillos grandes, (6x70 en madera). Por lo demás no tengo ninguna queja.",es
687,Well made,en
688,Great,en
689,Great combi drill with low price :) Current price in Croatia for this drill (bare unit) is around 110 GBP !!!,en
690,TRES SATISFAIT,fr
691,"Nice drill,",en
692,Pratique excellent qualité,fr
693,Good Thanks!,en
694,"Bonne prise en mains, super qualité de fabrication et très bon couple.",fr
695,Pratico,pt
696,"Cumple las expectativas, al día siguiente llego a mi casa en perfecto estado",es
697,Great replacement for worn out combi drill,en
698,Very good,en
699,Produit qui a surchauffer a la 1ere utilisationLe service après vente nous dema de de ce déplacer pour leur envoyer. Pas pratique quand on travail et qu'il y a le couvre feux à 18hAmazon ne veux ni faire d'échange ni rembourser.Un conseil aller l'acheter en magasin il. N'y a pas une grosse différence de prix et le service après vente et 100 fois p'us pratique,fr
700,Already have Makita drill similar to this but older model - this is just wee bit better alround.,en
701,well made,en
702,Great cordless drill.,ie
703,The Chuck doesn’t tighten up like it used to do. However when using the drill the drill bit then becomes that tight it’s wrist breaking trying to get it out.I only stayed with makita because of all the batteries and charger that I have. Having said that I believe not only are makita going downbank but other makes too as they go in search of cheap manufacturing.,en
704,"Compatto di ottima qualità, soddisfatto del mio acquisto!",it
705,excellent,en
706,"EDIT : suite à la commande du modele DDF459 on voit nettement la différence. Le bruit du moteur, les plastiques moins cheap l emballage Makita et un manuel de plus de 3 pages... Bref ca confirme mon sentiment initial. Ce modele (en tous cas celui reçu) semble etre une contrefaçon.Au déballage et dès le premier essai, le mandrin ne tournait pas rond résultant donc en des percages trop larges et une sensation désagréable d'imprécision. L'ensemble fait cheap : un pauvre carton sans marque et un manuel de 4 pages photocopiées.A vrai dire incapable de dire s'il s'agit d'une contrefaçon ou bien d'une vraie Makita.Renvoyée illico.",fr
707,je suis plombier chauffagiste et je me sert souvent de cette visseuse et j'en suis assez content.,fr
708,"Produit reçu dans un film plastique.Aucune boîte m’ajusta pour protéger le matériel et pas de notice original, une simple photocopie.J’ai un énorme doute sur l’origine de ce matériel qui me semble être une copie de la version originale.Je souhaite avoir plus d’informations de la part du revendeur car ce n’ai pas un produit neuf non plus.Très déçu.",fr
709,The chuck had a wobble from out of the box. Apparently this is common and makita are aware of it.Sadly this means drilling or screwing (especially flat head screws) nearly impossible to do accurately.Makita says the tolerances are appropriate for use At home.... I wouldn’t bother buying this,en
710,works fine,en
711,Usual great drill and delivery was next day.,en
712,"I had this drill for a month. Was drilling through a joist with a new wood drill bit no problem. Then the drill made a pop noise, bust out loads of smoke and is completely un-usable. What a waste of money and a let down from this seller.",en
713,Great value tool,en
714,"Great little drill, not as big, heavy and cumbersome as similar makita drills and takes the 5 amph batteries.",en
715,"Brought for fathers day, hopefully will live up to expectation.",en
716,Fantastic little hammer drill.,en
717,Outil impeccable pour un usage intensif,fr
718,Great for the price,en
719,Very happy,en
720,Broke within days of usage,en
721,La qualité est encore au rendez-vous !Merci Makita !,fr
722,Purchased for my son he thinks it's the bee's nee's,en
723,"Rubbish. Hardly used and 2nd gear started slipping, so had to continue using 1st gear. Then it got stuck on hammer function so I couldn’t use it for putting screws in as it would jump out - then the bits started slipping in the chuck",en
724,This product burnt out 2 weeks ago after hardly any use very disappointed with it after only owning for a short time,en
725,Brilliant drill and even better service from retailer,en
726,"Very happy with my purchase, it does everything that I will need",en
727,sono soddisfatto,it
728,Exactly as Described,en
729,"Por poco más de 60€, y si ya dispones del cargador y baterías de la serie, una atornilladora ligera, compacta y suficientemente potente para trabajos domésticos y profesionales. Buena calidad de materiales y acabado,portabrocas hasta 13mm.",es
730,Had one for years and worked just fine. This one lasted one day and now doesn’t work and there’s a rattling inside ... the pain of having to return it putting me off actually pursuing a claim. One day! Must have been a Friday 5pm job....,en
731,works well,en
732,Utilisé pour du vissage de placo elle a fumé et ne fonctionne plus. duré 2 mois.Honteux,fr
733,"parfait , rien a dire",fr
734,Second one I've owned. this is the newer model. Great tool,en
735,Easy use,en
736,"Lovely drill in every way, it oozes quality and the chuck especially outshines cheaper competition.",en
737,Sturdy tool Christmas present,en
738,excellent ! fast delivery,en
739,Very good! Fast delivery.,en
740,Mi si è guastato il mio vecchio avvitatore che avevo acquistato completo di valigia ed accessori perciò con questo ho ripristinato il tutto mantenendo le batterie e gli accessori che avevo. Funziona perfettamente!,it
741,Buon avvitatore con percussione discreta.togliete il marchio makita su questo oggetto vale quanto costa.A distanza di tempo dall'acquisto e usato varie volte il mandrino gira fuori asse come la maggior parte degli avvitatori e adesso ha iniziato a ondeggiare.Deluso da Makita anche lei made in china.Penso di passare a modello superiore.,it
742,"Great drill, great price. Much cheaper buying in parts than buying in a package.",en
743,travail,en
744,Cracking for the price ,en
745,It started to smoke after only a few minutes of the first time using. It makes funny nise as well. It just doesn't work anymore. Same happened to my 2 other Makita drills.,en
746,Arrivato con scatola danneggiata e non funzionante. Reso.Arrivato una seconda volta sempre con scatola danneggiata e non funzionante.,it
747,Nickel.  Comme d'habitude. J'utilise les visseuses makita depuis 18 ans en tant que professionnel jamais déçu.,fr
748,Drill went on fire . Just over a year old !,en
749,"Goud quality drill, very powerful grate feel in hand.",en
750,Good value,en
751,"fantastico, molto professionale",it
752,Para el uso que le doy va perfecto,es
753,Have been using Makita gear for years. This is my most recent purchase and its not up to scratch. Bought in June 2019 and by August the chuck is not spinning/catching gears when screwing.,en
754,A great back-up drillto my other Makita.,en
755,Both powerful and has plenty of torque for such a small drill,en
756,parfait.,en
757,very good,en
758,Decent,en
759,"Il prodotto è conforme alla descrizione, arrivato nelle tempistiche indicate! Ma...... nota dolente, al quanto scadente, sottoposto a sforzo con fresa a tazza da 10 cm di diametro si surriscalda immediatamente, per non dire che il rapporto velocità sgrana alla minima pressione esercitata.....e nn sto parlando di frizione, ma di malfunzionamento dell'avvitatore.....SONO SU TUTTE LE FURIE  MAI piu makita",it
760,Great product fast delivery,en
761,Poor item set on fire whilst in use,en
762,"Lo sto usando da un po, funziona alla grande..",it
763,Conforme au descriptif ras,en
764,Tarladro impresionante!!!,es
765,good.. delivered quickly  as described,en
766,Usato per cartongesso funziona bene.,it
767,Bought in May and burnt out already just drilling 10mm holes through floor joists.,en
768,great and quick,en
769,cant fault it for the money.,en
770,Très faible produit,fr
771,Excellent  little piece  of kit,en
772,Moteur serré au bout de deux mois ! Je m’en suis servis 5 fois .... aucunes réponses de l’assistance depuis 10 jours ... DOMMAGE !!??,fr
773,good,en
774,great light weight edition to my tool kit,en
775,Not work gears slipping so no good only 3 months old.. refund please?,en
776,Great drill at good price,en
777,top class drill. worth every penny.,en
778,Just the job,en
779,It dose what it says on the box.,en
780,Works great,en
781,Everything in the best order,en
782,Chuck wobbles have had to return this item,en
783,"Smooth and light drill, great bit of kit",en
784,Don’t buy it bad quality,en
785,Ottimo,it
786,Lo esperado,es
787,A good product,en
788,Super produit rien a réclamer comme souvent avec Makita,fr
789,Arrived as promised and no problems so far.,en
790,Funziona benissimo...,it
791,"Aparentemente bien, parece un producto usado, viene en una bolsa de plástico no trae caja de  makita",es
792,Fantastic thing.Thank you.,en
793,"Great product, great price ",en
794,excellent!,en
795,Parfait,en
796,"                    Die Medien konnten nicht geladen werden.                 Wat is de garantie van dit apparaat, omdat het niet meer werkt.",nl
797,very good!,en
798,Arrivato  subito,it
799,Acceptionally happy with this product,en
800,Top value for money,en
801,excellent tool,en
802,"Fantastic drill, great seller",en
803,troppo debole,it
804,Excellent :),en
805,Great tool Great price,en
806,Makita quality.,en
807,Good tool money worthily,en
808,Great value,en
809,great machine,en
810,VERY GOOD,en
811,does what expected,en
812,Ottimo prodotto,it
813,drill lost drive using only a 5mm drill bit first day. Sent it back and got refund straight away,en
814,Great tool,en
815,"burnt out after just three months , drill is more for DIY than for the trades",en
816,Great item,en
817,Superb drill,en
818,Rubbish . Had it 2 months . Burnt out . Don't buy . Can't return either . Only 1 month return period . Avoid,en
819,brill,en
820,Don't bother ! Had for four months hardly used chuck fell to pieces ! Now in the garage with the other rubbish tools!,en
821,perfect,en
822,"Lo he comprado y he solicitado la devolución, me ha venido en color negro y blanco y en la descripción y en la foto pone que es negro y azul, y en la web oficial no existe este color en Makita, todo pinta a que es una copia. Espero que me devuelvan el dinero.",es
823,"je ne suis pas content , je pense que je n'acheterai plus rien sur amzon , je commande uneMakita DHP482Z Perceuse visseuse à percussion...couleur bleu noir comme sur la photo ,aprés il me livre une makita blanc et noir",fr
824,Not powerful enough,en
825,"trapano senza scatola originale e poi a dei problemi , mentre lavora  si sgancia la seconda velocità e gratta.Non sono soddisfatto.",it
826,Ir labi,sr
827,Happy with product as described.  Thank you.,en
828,Bought it as a gift. Father inlaw likes it,en
